,units,date
5628,2.0,2018-01-18
5629,1.0,2018-01-08
5630,5.0,2018-01-24
5631,5.0,2018-01-30
5632,2.0,2018-01-25
5633,4.0,2018-01-31
5634,1.0,2018-01-18
5635,4.0,2018-01-26
5636,6.0,2018-01-22
5637,2.0,2018-01-24
5638,2.0,2018-01-12
5639,33.0,2018-01-31
5640,5.0,2018-01-17
5641,21.0,2018-01-30
5642,1.0,2018-01-22
5643,1.0,2018-01-05
5644,5.0,2018-01-27
5645,1.0,2018-01-23
5646,1.0,2018-01-30
5647,1.0,2018-01-23
5648,1.0,2018-01-31
5649,3.0,2018-01-22
5650,2.0,2018-01-31
5651,9.0,2018-01-31
5652,8.0,2018-01-31
5653,6.0,2018-01-31
5654,7.0,2018-01-31
5655,4.0,2018-01-27
5656,3.0,2018-01-27
5657,2.0,2018-01-31
5658,2.0,2018-01-13
5659,2.0,2018-01-24
5660,1.0,2018-01-06
5661,1.0,2018-01-31
5662,3.0,2018-01-24
5663,1.0,2018-01-21
5664,1.0,2018-01-04
5665,2.0,2018-01-08
5666,1.0,2018-01-31
5667,1.0,2018-01-31
5668,5.0,2018-01-31
5669,8.0,2018-01-30
5670,6.0,2018-01-29
5671,7.0,2018-01-29
5672,7.0,2018-01-25
5673,2.0,2018-01-11
5674,23.0,2018-01-30
5675,1.0,2018-01-05
5676,6.0,2018-01-28
5677,5.0,2018-01-24
5678,6.0,2018-01-29
5679,14.0,2018-01-29
5680,1.0,2018-01-16
5681,1.0,2018-01-09
5682,11.0,2018-01-31
5683,1.0,2018-01-13
5684,2.0,2018-01-13
5685,3.0,2018-01-26
5686,2.0,2018-01-24
5687,4.0,2018-01-27
5688,5.0,2018-01-22
5689,2.0,2018-01-28
5690,2.0,2018-01-31
5691,2.0,2018-01-26
5692,1.0,2018-01-11
5693,2.0,2018-01-20
5694,1.0,2018-01-20
5695,4.0,2018-01-31
5696,1.0,2018-01-10
5697,2.0,2018-01-13
5698,2.0,2018-01-31
5699,1.0,2018-01-30
5700,3.0,2018-01-31
5701,4.0,2018-01-31
5702,6.0,2018-01-30
5703,1.0,2018-01-26
5704,11.0,2018-01-31
5705,4.0,2018-01-31
5706,10.0,2018-01-08
5707,10.0,2018-01-31
5708,75.0,2018-01-31
5709,38.0,2018-01-31
5710,8.0,2018-01-31
5711,40.0,2018-01-31
5712,1.0,2018-01-23
5713,1.0,2018-01-28
5714,1.0,2018-01-23
5715,4.0,2018-01-22
5716,1.0,2018-01-18
5717,26.0,2018-01-31
5718,25.0,2018-01-31
5719,6.0,2018-01-26
5720,10.0,2018-01-31
5721,1.0,2018-01-22
5722,2.0,2018-01-03
5723,2.0,2018-01-22
5724,1.0,2018-01-09
5725,1.0,2018-01-20
5726,1.0,2018-01-07
5727,1.0,2018-01-11
5728,11.0,2018-01-24
5729,6.0,2018-01-24
5730,32.0,2018-01-31
5731,29.0,2018-01-31
5732,11.0,2018-01-24
5733,28.0,2018-01-31
5734,3.0,2018-01-21
5735,3.0,2018-01-22
5736,5.0,2018-01-26
5737,1.0,2018-01-16
5738,2.0,2018-01-14
5739,1.0,2018-01-22
5740,2.0,2018-01-18
5741,5.0,2018-01-22
5742,1.0,2018-01-14
5743,1.0,2018-01-16
5744,1.0,2018-01-09
5745,1.0,2018-01-26
5746,8.0,2018-01-31
5747,5.0,2018-01-29
5748,2.0,2018-01-12
5749,3.0,2018-01-28
5750,11.0,2018-01-18
5751,2.0,2018-01-14
5752,1.0,2018-01-31
5753,2.0,2018-01-31
5754,1.0,2018-01-11
5755,1.0,2018-01-23
5756,2.0,2018-01-15
5757,3.0,2018-01-26
5758,4.0,2018-01-24
5759,1.0,2018-01-23
5760,6.0,2018-01-31
5761,4.0,2018-01-24
5762,1.0,2018-01-31
5763,1.0,2018-01-18
5764,2.0,2018-01-18
5765,1.0,2018-01-04
5766,1.0,2018-01-25
5767,1.0,2018-01-22
5768,1.0,2018-01-14
5769,2.0,2018-01-24
5770,2.0,2018-01-30
5771,2.0,2018-01-29
5772,1.0,2018-01-29
5773,21.0,2018-01-30
5774,26.0,2018-01-29
5775,10.0,2018-01-28
5776,8.0,2018-01-31
5777,1.0,2018-01-17
5778,13.0,2018-01-25
5779,24.0,2018-01-27
5780,35.0,2018-01-31
5781,26.0,2018-01-31
5782,16.0,2018-01-31
5783,1.0,2018-01-23
5784,1.0,2018-01-29
5785,1.0,2018-01-03
5786,1.0,2018-01-05
5787,1.0,2018-01-05
5788,1.0,2018-01-23
5789,1.0,2018-01-27
5790,20.0,2018-01-31
5791,4.0,2018-01-10
5792,14.0,2018-01-31
5793,2.0,2018-01-21
5794,3.0,2018-01-30
5795,2.0,2018-01-28
5796,7.0,2018-01-29
5797,4.0,2018-01-20
5798,2.0,2018-01-28
5799,4.0,2018-01-10
5800,1.0,2018-01-09
5801,2.0,2018-01-29
5802,1.0,2018-01-04
5803,1.0,2018-01-28
5804,1.0,2018-01-21
5805,1.0,2018-01-30
5806,3.0,2018-01-30
5807,4.0,2018-01-30
5808,2.0,2018-01-13
5809,1.0,2018-01-06
5810,123.0,2018-01-29
5811,10.0,2018-01-19
5812,52.0,2018-01-29
5813,4.0,2018-01-10
5814,13.0,2018-01-30
5815,2.0,2018-01-14
5816,2.0,2018-01-15
5817,1.0,2018-01-18
5818,1.0,2018-01-21
5819,1.0,2018-01-20
5820,3.0,2018-01-13
5821,2.0,2018-01-21
5822,2.0,2018-01-31
5823,3.0,2018-01-31
5824,1.0,2018-01-15
5825,114.0,2018-01-31
5826,136.0,2018-01-31
5827,43.0,2018-01-31
5828,24.0,2018-01-27
5829,2.0,2018-01-27
5830,11.0,2018-01-30
5831,15.0,2018-01-30
5832,9.0,2018-01-30
5833,1.0,2018-01-26
5834,1.0,2018-01-21
5835,1.0,2018-01-24
5836,1.0,2018-01-01
5837,1.0,2018-01-22
5838,4.0,2018-01-31
5839,1.0,2018-01-31
5840,1.0,2018-01-23
5841,1.0,2018-01-05
5842,1.0,2018-01-18
5843,1.0,2018-01-22
5844,2.0,2018-01-22
5845,1.0,2018-01-10
5846,7.0,2018-01-29
5847,21.0,2018-01-31
5848,13.0,2018-01-31
5849,2.0,2018-01-17
5850,1.0,2018-01-14
5851,1.0,2018-01-14
5852,1.0,2018-01-15
5853,2.0,2018-01-12
5854,1.0,2018-01-31
5855,1.0,2018-01-18
5856,11.0,2018-01-31
5857,15.0,2018-01-31
5858,15.0,2018-01-31
5859,6.0,2018-01-26
5860,3.0,2018-01-23
5861,2.0,2018-01-26
5862,1.0,2018-01-31
5863,1.0,2018-01-31
5864,3.0,2018-01-31
5865,1.0,2018-01-28
5866,5.0,2018-01-29
5867,4.0,2018-01-14
5868,8.0,2018-01-31
5869,3.0,2018-01-09
5870,5.0,2018-01-29
5871,4.0,2018-01-27
5872,3.0,2018-01-20
5873,5.0,2018-01-20
5874,1.0,2018-01-11
5875,2.0,2018-01-20
5876,5.0,2018-01-22
5877,49.0,2018-01-31
5878,36.0,2018-01-30
5879,18.0,2018-01-29
5880,23.0,2018-01-31
5881,4.0,2018-01-31
5882,3.0,2018-01-25
5883,16.0,2018-01-31
5884,7.0,2018-01-23
5885,8.0,2018-01-31
5886,5.0,2018-01-22
5887,5.0,2018-01-22
5888,6.0,2018-01-25
5889,3.0,2018-01-21
5890,12.0,2018-01-28
5891,6.0,2018-01-23
5892,5.0,2018-01-25
5893,2.0,2018-01-24
5894,1.0,2018-01-11
5895,1.0,2018-01-15
5896,1.0,2018-01-17
5897,2.0,2018-01-15
5898,1.0,2018-01-28
5899,1.0,2018-01-24
5900,8.0,2018-01-31
5901,9.0,2018-01-31
5902,2.0,2018-01-10
5903,2.0,2018-01-22
5904,1.0,2018-01-23
5905,1.0,2018-01-15
5906,1.0,2018-01-05
5907,3.0,2018-01-29
5908,1.0,2018-01-21
5909,1.0,2018-01-24
5910,1.0,2018-01-29
5911,3.0,2018-01-30
5912,3.0,2018-01-31
5913,3.0,2018-01-31
5914,1.0,2018-01-03
5915,1.0,2018-01-21
5916,3.0,2018-01-31
5917,22.0,2018-01-29
5918,25.0,2018-01-29
5919,6.0,2018-01-16
5920,15.0,2018-01-29
5921,3.0,2018-01-30
5922,1.0,2018-01-18
5923,1.0,2018-01-21
5924,1.0,2018-01-24
5925,2.0,2018-01-30
5926,1.0,2018-01-21
5927,19.0,2018-01-31
5928,260.0,2018-01-31
5929,327.0,2018-01-31
5930,85.0,2018-01-31
5931,95.0,2018-01-31
5932,1.0,2018-01-22
5933,1.0,2018-01-16
5934,1.0,2018-01-16
5935,1.0,2018-01-24
5936,1.0,2018-01-01
5937,3.0,2018-01-27
5938,2.0,2018-01-15
5939,1.0,2018-01-21
5940,3.0,2018-01-19
5941,28.0,2018-01-31
5942,17.0,2018-01-31
5943,8.0,2018-01-25
5944,10.0,2018-01-31
5945,1.0,2018-01-31
5946,1.0,2018-01-19
5947,1.0,2018-01-09
5948,4.0,2018-01-30
5949,1.0,2018-01-30
5950,1.0,2018-01-18
5951,1.0,2018-01-14
5952,3.0,2018-01-28
5953,2.0,2018-01-31
5954,1.0,2018-01-30
5955,7.0,2018-01-22
5956,2.0,2018-01-22
5957,6.0,2018-01-30
5958,1.0,2018-01-26
5959,4.0,2018-01-31
5960,1.0,2018-01-31
5961,78.0,2018-01-31
5962,106.0,2018-01-31
5963,28.0,2018-01-31
5964,37.0,2018-01-31
5965,12.0,2018-01-29
5966,5.0,2018-01-21
5967,5.0,2018-01-25
5968,3.0,2018-01-14
5969,2.0,2018-01-29
5970,1.0,2018-01-30
5971,2.0,2018-01-31
5972,2.0,2018-01-29
5973,2.0,2018-01-29
5974,2.0,2018-01-23
5975,2.0,2018-01-27
5976,1.0,2018-01-05
5977,1.0,2018-01-22
5978,4.0,2018-01-30
5979,4.0,2018-01-25
5980,16.0,2018-01-30
5981,5.0,2018-01-24
5982,133.0,2018-01-31
5983,145.0,2018-01-31
5984,42.0,2018-01-29
5985,56.0,2018-01-30
5986,2.0,2018-01-12
5987,4.0,2018-01-18
5988,5.0,2018-01-30
5989,2.0,2018-01-17
5990,2.0,2018-01-03
5991,1.0,2018-01-01
5992,29.0,2018-01-31
5993,2.0,2018-01-08
5994,13.0,2018-01-31
5995,5.0,2018-01-21
5996,1.0,2018-01-01
5997,2.0,2018-01-15
5998,1.0,2018-01-29
5999,1.0,2018-01-14
6000,2.0,2018-01-24
6001,1.0,2018-01-23
6002,5.0,2018-01-31
6003,5.0,2018-01-29
6004,1.0,2018-01-15
6005,1.0,2018-01-24
6006,16.0,2018-01-31
6007,10.0,2018-01-31
6008,2.0,2018-01-25
6009,3.0,2018-01-30
6010,18.0,2018-01-31
6011,19.0,2018-01-28
6012,5.0,2018-01-23
6013,5.0,2018-01-30
6014,7.0,2018-01-30
6015,5.0,2018-01-27
6016,1.0,2018-01-30
6017,1.0,2018-01-22
6018,1.0,2018-01-30
6019,1.0,2018-01-10
6020,2.0,2018-01-19
6021,1.0,2018-01-19
6022,2.0,2018-01-16
6023,2.0,2018-01-29
6024,3.0,2018-01-28
6025,9.0,2018-01-29
6026,7.0,2018-01-21
6027,3.0,2018-01-30
6028,3.0,2018-01-14
6029,5.0,2018-01-14
6030,1.0,2018-01-07
6031,2.0,2018-01-18
6032,2.0,2018-01-30
6033,2.0,2018-01-27
6034,4.0,2018-01-21
6035,3.0,2018-01-15
6036,2.0,2018-01-31
6037,2.0,2018-01-25
6038,1.0,2018-01-16
6039,1.0,2018-01-10
6040,2.0,2018-01-11
6041,2.0,2018-01-23
6042,1.0,2018-01-11
6043,1.0,2018-01-08
6044,1.0,2018-01-19
6045,1.0,2018-01-15
6046,2.0,2018-01-29
6047,3.0,2018-01-30
6048,3.0,2018-01-24
6049,18.0,2018-01-31
6050,21.0,2018-01-29
6051,1.0,2018-01-06
6052,6.0,2018-01-31
6053,41.0,2018-01-31
6054,18.0,2018-01-31
6055,3.0,2018-01-27
6056,7.0,2018-01-31
6057,1.0,2018-01-26
6058,1.0,2018-01-08
6059,2.0,2018-01-13
6060,19.0,2018-01-31
6061,31.0,2018-01-31
6062,3.0,2018-01-28
6063,2.0,2018-01-30
6064,1.0,2018-01-02
6065,1.0,2018-01-27
6066,1.0,2018-01-23
6067,2.0,2018-01-18
6068,2.0,2018-01-09
6069,3.0,2018-01-22
6070,1.0,2018-01-29
6071,2.0,2018-01-29
6072,1.0,2018-01-14
6073,1.0,2018-01-22
6074,1.0,2018-01-06
6075,3.0,2018-01-31
6076,5.0,2018-01-26
6077,1.0,2018-01-23
6078,4.0,2018-01-26
6079,5.0,2018-01-30
6080,1.0,2018-01-11
6081,4.0,2018-01-17
6082,2.0,2018-01-05
6083,2.0,2018-01-24
6084,8.0,2018-01-31
6085,1.0,2018-01-31
6086,1.0,2018-01-30
6087,3.0,2018-01-18
6088,2.0,2018-01-30
6089,2.0,2018-01-30
6090,24.0,2018-01-30
6091,16.0,2018-01-30
6092,3.0,2018-01-24
6093,13.0,2018-01-31
6094,10.0,2018-01-18
6095,2.0,2018-01-24
6096,16.0,2018-01-31
6097,5.0,2018-01-29
6098,2.0,2018-01-28
6099,6.0,2018-01-27
6100,6.0,2018-01-23
6101,8.0,2018-01-30
6102,4.0,2018-01-28
6103,3.0,2018-01-31
6104,1.0,2018-01-10
6105,3.0,2018-01-14
6106,5.0,2018-01-31
6107,9.0,2018-01-31
6108,9.0,2018-01-31
6109,3.0,2018-01-22
6110,3.0,2018-01-28
6111,2.0,2018-01-10
6112,1.0,2018-01-03
6113,1.0,2018-01-21
6114,2.0,2018-01-31
6115,2.0,2018-01-20
6116,10.0,2018-01-31
6117,89.0,2018-01-31
6118,84.0,2018-01-31
6119,32.0,2018-01-31
6120,27.0,2018-01-31
6121,1.0,2018-01-24
6122,1.0,2018-01-16
6123,2.0,2018-01-27
6124,2.0,2018-01-20
6125,1.0,2018-01-12
6126,1.0,2018-01-07
6127,1.0,2018-01-11
6128,2.0,2018-01-28
6129,1.0,2018-01-03
6130,3.0,2018-01-31
6131,6.0,2018-01-30
6132,6.0,2018-01-30
6133,3.0,2018-01-26
6134,2.0,2018-01-23
6135,2.0,2018-01-22
6136,7.0,2018-01-24
6137,8.0,2018-01-26
6138,5.0,2018-01-30
6139,1.0,2018-01-20
6140,2.0,2018-01-23
6141,2.0,2018-01-22
6142,1.0,2018-01-07
6143,12.0,2018-01-31
6144,16.0,2018-01-31
6145,3.0,2018-01-24
6146,2.0,2018-01-28
6147,1.0,2018-01-02
6148,14.0,2018-01-15
6149,13.0,2018-01-14
6150,7.0,2018-01-14
6151,2.0,2018-01-14
6152,2.0,2018-01-12
6153,15.0,2018-01-09
6154,5.0,2018-01-20
6155,1.0,2018-01-25
6156,2.0,2018-01-30
6157,1.0,2018-01-14
6158,15.0,2018-01-22
6159,529.0,2018-01-31
6160,465.0,2018-01-31
6161,49.0,2018-01-31
6162,206.0,2018-01-31
6163,3.0,2018-01-30
6164,2.0,2018-01-30
6165,1.0,2018-01-22
6166,1.0,2018-01-26
6167,2.0,2018-01-28
6168,1.0,2018-01-27
6169,1.0,2018-01-31
6170,3.0,2018-01-30
6171,4.0,2018-01-30
6172,1.0,2018-01-07
6173,6.0,2018-01-28
6174,4.0,2018-01-16
6175,3.0,2018-01-24
6176,11.0,2018-01-18
6177,8.0,2018-01-17
6178,11.0,2018-01-28
6179,5.0,2018-01-30
6180,6.0,2018-01-23
6181,4.0,2018-01-24
6182,2.0,2018-01-25
6183,1.0,2018-01-05
6184,2.0,2018-01-22
6185,17.0,2018-01-30
6186,2.0,2018-01-31
6187,1.0,2018-01-27
6188,1.0,2018-01-23
6189,7.0,2018-01-24
6190,6.0,2018-01-24
6191,7.0,2018-01-26
6192,6.0,2018-01-31
6193,1.0,2018-01-21
6194,1.0,2018-01-21
6195,1.0,2018-01-31
6196,1.0,2018-01-03
6197,1.0,2018-01-13
6198,1.0,2018-01-24
6199,1.0,2018-01-22
6200,9.0,2018-01-28
6201,2.0,2018-01-23
6202,3.0,2018-01-24
6203,10.0,2018-01-29
6204,11.0,2018-01-29
6205,1.0,2018-01-02
6206,7.0,2018-01-22
6207,1.0,2018-01-14
6208,1.0,2018-01-31
6209,1.0,2018-01-15
6210,3.0,2018-01-29
6211,5.0,2018-01-30
6212,1.0,2018-01-29
6213,1.0,2018-01-17
6214,1.0,2018-01-09
6215,3.0,2018-01-31
6216,4.0,2018-01-30
6217,2.0,2018-01-31
6218,3.0,2018-01-24
6219,1.0,2018-01-13
6220,1.0,2018-01-25
6221,1.0,2018-01-17
6222,3.0,2018-01-23
6223,28.0,2018-01-31
6224,29.0,2018-01-31
6225,9.0,2018-01-26
6226,9.0,2018-01-28
6227,13.0,2018-01-31
6228,11.0,2018-01-26
6229,13.0,2018-01-30
6230,14.0,2018-01-30
6231,9.0,2018-01-28
6232,4.0,2018-01-27
6233,5.0,2018-01-30
6234,3.0,2018-01-15
6235,1.0,2018-01-27
6236,3.0,2018-01-14
6237,1.0,2018-01-21
6238,6.0,2018-01-31
6239,3.0,2018-01-31
6240,6.0,2018-01-30
6241,6.0,2018-01-15
6242,10.0,2018-01-31
6243,7.0,2018-01-31
6244,7.0,2018-01-26
6245,10.0,2018-01-31
6246,8.0,2018-01-30
6247,8.0,2018-01-30
6248,4.0,2018-01-31
6249,2.0,2018-01-25
6250,5.0,2018-01-31
6251,3.0,2018-01-31
6252,24.0,2018-01-31
6253,11.0,2018-01-31
6254,6.0,2018-01-24
6255,17.0,2018-01-31
6256,4.0,2018-01-31
6257,3.0,2018-01-30
6258,1.0,2018-01-23
6259,1.0,2018-01-24
6260,24.0,2018-01-22
6261,5.0,2018-01-22
6262,2.0,2018-01-31
6263,1.0,2018-01-30
6264,1.0,2018-01-20
6265,1.0,2018-01-09
6266,2.0,2018-01-30
6267,1.0,2018-01-24
6268,4.0,2018-01-24
6269,3.0,2018-01-24
6270,3.0,2018-01-22
6271,2.0,2018-01-11
6272,1.0,2018-01-13
6273,1.0,2018-01-22
6274,1.0,2018-01-27
6275,1.0,2018-01-14
6276,1.0,2018-01-12
6277,1.0,2018-01-14
6278,2.0,2018-01-29
6279,2.0,2018-01-26
6280,1.0,2018-01-24
6281,1.0,2018-01-25
6282,3.0,2018-01-30
6283,11.0,2018-01-31
6284,9.0,2018-01-31
6285,6.0,2018-01-24
6286,1.0,2018-01-25
6287,1.0,2018-01-16
6288,6.0,2018-01-31
6289,9.0,2018-01-31
6290,4.0,2018-01-20
6291,1.0,2018-01-31
6292,29.0,2018-01-31
6293,2.0,2018-01-30
6294,1.0,2018-01-19
6295,5.0,2018-01-22
6296,2.0,2018-01-17
6297,1.0,2018-01-19
6298,5.0,2018-01-30
6299,3.0,2018-01-25
6300,3.0,2018-01-16
6301,4.0,2018-01-28
6302,4.0,2018-01-28
6303,6.0,2018-01-25
6304,8.0,2018-01-31
6305,5.0,2018-01-23
6306,5.0,2018-01-23
6307,5.0,2018-01-21
6308,5.0,2018-01-17
6309,4.0,2018-01-18
6310,1.0,2018-01-31
6311,2.0,2018-01-29
6312,1.0,2018-01-30
6313,1.0,2018-01-31
6314,1.0,2018-01-30
6315,1.0,2018-01-14
6316,2.0,2018-01-25
6317,3.0,2018-01-22
6318,13.0,2018-01-31
6319,13.0,2018-01-31
6320,4.0,2018-01-31
6321,1.0,2018-01-19
6322,3.0,2018-01-31
6323,4.0,2018-01-31
6324,1.0,2018-01-04
6325,4.0,2018-01-23
6326,36.0,2018-01-31
6327,31.0,2018-01-31
6328,7.0,2018-01-31
6329,16.0,2018-01-31
6330,1.0,2018-01-24
6331,3.0,2018-01-25
6332,8.0,2018-01-26
6333,30.0,2018-01-28
6334,4.0,2018-01-08
6335,5.0,2018-01-28
6336,1.0,2018-01-25
6337,1.0,2018-01-13
6338,128.0,2018-01-31
6339,1.0,2018-01-27
6340,2.0,2018-01-19
6341,2.0,2018-01-14
6342,1.0,2018-01-02
6343,1.0,2018-01-11
6344,3.0,2018-01-19
6345,7.0,2018-01-22
6346,2.0,2018-01-30
6347,3.0,2018-01-25
6348,3.0,2018-01-29
6349,1.0,2018-01-29
6350,3.0,2018-01-31
6351,2.0,2018-01-25
6352,1.0,2018-01-31
6353,1.0,2018-01-30
6354,2.0,2018-01-30
6355,5.0,2018-01-31
6356,12.0,2018-01-31
6357,5.0,2018-01-30
6358,3.0,2018-01-31
6359,3.0,2018-01-19
6360,4.0,2018-01-14
6361,1.0,2018-01-24
6362,1.0,2018-01-25
6363,2.0,2018-01-22
6364,1.0,2018-01-26
6365,17.0,2018-01-25
6366,1.0,2018-01-31
6367,4.0,2018-01-30
6368,1.0,2018-01-30
6369,2.0,2018-01-23
6370,2.0,2018-01-26
6371,1.0,2018-01-14
6372,2.0,2018-01-28
6373,1.0,2018-01-25
6374,1.0,2018-01-31
6375,1.0,2018-01-02
6376,1.0,2018-01-05
6377,3.0,2018-01-25
6378,3.0,2018-01-24
6379,2.0,2018-01-29
6380,9.0,2018-01-31
6381,82.0,2018-01-31
6382,86.0,2018-01-31
6383,42.0,2018-01-31
6384,33.0,2018-01-31
6385,1.0,2018-01-23
6386,1.0,2018-01-23
6387,1.0,2018-01-14
6388,1.0,2018-01-29
6389,2.0,2018-01-14
6390,1.0,2018-01-24
6391,1.0,2018-01-30
6392,9.0,2018-01-18
6393,4.0,2018-01-17
6394,1.0,2018-01-18
6395,3.0,2018-01-24
6396,2.0,2018-01-24
6397,2.0,2018-01-25
6398,2.0,2018-01-28
6399,1.0,2018-01-28
6400,1.0,2018-01-15
6401,1.0,2018-01-18
6402,3.0,2018-01-30
6403,4.0,2018-01-28
6404,5.0,2018-01-29
6405,6.0,2018-01-27
6406,4.0,2018-01-31
6407,2.0,2018-01-28
6408,1.0,2018-01-29
6409,3.0,2018-01-25
6410,2.0,2018-01-17
6411,4.0,2018-01-29
6412,1.0,2018-01-28
6413,1.0,2018-01-05
6414,2.0,2018-01-29
6415,4.0,2018-01-30
6416,5.0,2018-01-31
6417,5.0,2018-01-27
6418,3.0,2018-01-31
6419,3.0,2018-01-24
6420,3.0,2018-01-31
6421,2.0,2018-01-22
6422,1.0,2018-01-24
6423,1.0,2018-01-22
6424,1.0,2018-01-04
6425,1.0,2018-01-26
6426,1.0,2018-01-15
6427,1.0,2018-01-26
6428,17.0,2018-01-26
6429,8.0,2018-01-28
6430,2.0,2018-01-25
6431,8.0,2018-01-31
6432,17.0,2018-01-31
6433,2.0,2018-01-31
6434,3.0,2018-01-31
6435,1.0,2018-01-07
6436,30.0,2018-01-30
6437,4.0,2018-01-31
6438,2.0,2018-01-14
6439,1.0,2018-01-23
6440,11.0,2018-01-25
6441,8.0,2018-01-22
6442,3.0,2018-01-31
6443,5.0,2018-01-31
6444,5.0,2018-01-25
6445,3.0,2018-01-24
6446,11.0,2018-01-30
6447,1.0,2018-01-30
6448,11.0,2018-01-29
6449,21.0,2018-01-27
6450,11.0,2018-01-30
6451,3.0,2018-01-31
6452,1.0,2018-01-24
6453,3.0,2018-01-26
6454,3.0,2018-01-29
6455,1.0,2018-01-21
6456,1.0,2018-01-24
6457,1.0,2018-01-24
6458,2.0,2018-01-14
6459,1.0,2018-01-31
6460,1.0,2018-01-11
6461,3.0,2018-01-26
6462,3.0,2018-01-29
6463,3.0,2018-01-31
6464,3.0,2018-01-31
6465,1.0,2018-01-10
6466,1.0,2018-01-20
6467,2.0,2018-01-25
6468,3.0,2018-01-31
6469,11.0,2018-01-31
6470,4.0,2018-01-17
6471,2.0,2018-01-23
6472,1.0,2018-01-05
6473,1.0,2018-01-30
6474,1.0,2018-01-18
6475,3.0,2018-01-31
6476,2.0,2018-01-30
6477,1.0,2018-01-21
6478,3.0,2018-01-21
6479,4.0,2018-01-31
6480,1.0,2018-01-28
6481,1.0,2018-01-27
6482,1.0,2018-01-03
6483,2.0,2018-01-29
6484,2.0,2018-01-27
6485,1.0,2018-01-31
6486,1.0,2018-01-25
6487,6.0,2018-01-31
6488,8.0,2018-01-31
6489,11.0,2018-01-31
6490,1.0,2018-01-31
6491,4.0,2018-01-31
6492,1.0,2018-01-31
6493,1.0,2018-01-16
6494,6.0,2018-01-28
6495,6.0,2018-01-31
6496,6.0,2018-01-31
6497,3.0,2018-01-29
6498,44.0,2018-01-31
6499,47.0,2018-01-30
6500,13.0,2018-01-30
6501,22.0,2018-01-30
6502,5.0,2018-01-19
6503,98.0,2018-01-31
6504,78.0,2018-01-30
6505,30.0,2018-01-24
6506,40.0,2018-01-31
6507,1.0,2018-01-28
6508,1.0,2018-01-31
6509,1.0,2018-01-22
6510,8.0,2018-01-30
6511,128.0,2018-01-31
6512,74.0,2018-01-31
6513,5.0,2018-01-31
6514,51.0,2018-01-31
6515,1.0,2018-01-27
6516,2.0,2018-01-27
6517,2.0,2018-01-17
6518,5.0,2018-01-31
6519,2.0,2018-01-08
6520,2.0,2018-01-24
6521,22.0,2018-01-31
6522,15.0,2018-01-30
6523,7.0,2018-01-26
6524,13.0,2018-01-31
6525,8.0,2018-01-25
6526,6.0,2018-01-20
6527,5.0,2018-01-31
6528,1.0,2018-01-15
6529,1.0,2018-01-16
6530,13.0,2018-01-27
6531,3.0,2018-01-16
6532,5.0,2018-01-25
6533,1.0,2018-01-31
6534,1.0,2018-01-12
6535,1.0,2018-01-12
6536,1.0,2018-01-14
6537,1.0,2018-01-12
6538,1.0,2018-01-08
6539,1.0,2018-01-03
6540,1.0,2018-01-14
6541,1.0,2018-01-15
6542,1.0,2018-01-20
6543,1.0,2018-01-08
6544,1.0,2018-01-22
6545,1.0,2018-01-13
6546,1.0,2018-01-22
6547,1.0,2018-01-30
6548,1.0,2018-01-22
6549,2.0,2018-01-22
6550,1.0,2018-01-31
6551,6.0,2018-01-31
6552,1.0,2018-01-25
6553,1.0,2018-01-09
6554,1.0,2018-01-26
6555,1.0,2018-01-07
6556,1.0,2018-01-11
6557,1.0,2018-01-08
6558,3.0,2018-01-27
6559,1.0,2018-01-30
6560,2.0,2018-01-31
6561,1.0,2018-01-03
6562,2.0,2018-01-30
6563,1.0,2018-01-14
6564,1.0,2018-01-25
6565,1.0,2018-01-16
6566,2.0,2018-01-31
6567,1.0,2018-01-12
6568,1.0,2018-01-31
6569,1.0,2018-01-25
6570,1.0,2018-01-13
6571,1.0,2018-01-11
6572,2.0,2018-01-22
6573,1.0,2018-01-25
6574,4.0,2018-01-31
6575,2.0,2018-01-30
6576,45.0,2018-01-30
6577,42.0,2018-01-31
6578,14.0,2018-01-31
6579,22.0,2018-01-31
6580,1.0,2018-01-03
6581,2.0,2018-01-08
6582,1.0,2018-01-17
6583,2.0,2018-01-06
6584,6.0,2018-01-24
6585,1.0,2018-01-16
6586,5.0,2018-01-31
6587,1.0,2018-01-15
6588,1.0,2018-01-28
6589,2.0,2018-01-09
6590,14.0,2018-01-30
6591,14.0,2018-01-24
6592,7.0,2018-01-31
6593,1.0,2018-01-27
6594,254.0,2018-01-31
6595,82.0,2018-01-31
6596,12.0,2018-01-31
6597,25.0,2018-01-31
6598,7.0,2018-01-31
6599,3.0,2018-01-13
6600,9.0,2018-01-24
6601,1.0,2018-01-23
6602,2.0,2018-01-23
6603,2.0,2018-01-27
6604,1.0,2018-01-11
6605,1.0,2018-01-11
6606,7.0,2018-01-24
6607,1.0,2018-01-13
6608,3.0,2018-01-30
6609,2.0,2018-01-31
6610,2.0,2018-01-12
6611,39.0,2018-01-31
6612,57.0,2018-01-31
6613,19.0,2018-01-31
6614,10.0,2018-01-31
6615,3.0,2018-01-31
6616,9.0,2018-01-31
6617,4.0,2018-01-30
6618,5.0,2018-01-30
6619,1.0,2018-01-18
6620,2.0,2018-01-10
6621,2.0,2018-01-11
6622,2.0,2018-01-28
6623,1.0,2018-01-07
6624,2.0,2018-01-11
6625,2.0,2018-01-30
6626,1.0,2018-01-30
